ts,sIP,dIP,udp_sPort,udp_dPort,ip_proto,ip_len,chunk_index
1651792552.092485,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092485,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092485,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092485,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092485,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092519,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092558,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092559,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092559,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092559,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.092559,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.094784,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.094787,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.094889,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.094889,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.094889,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.09489,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.09489,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.09489,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
1651792552.09489,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,2
