ts,sIP,dIP,udp_sPort,udp_dPort,ip_proto,ip_len,chunk_index
1651792577.103478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.103478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.103479,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.103479,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.103479,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.103479,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.103479,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105317,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.10532,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105416,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105416,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105416,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105417,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105417,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105417,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105477,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105478,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105514,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.105514,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107168,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107174,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107174,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107327,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.107366,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.10996,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.109963,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110068,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110068,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110068,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110068,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110068,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110069,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110162,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110163,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110237,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110237,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110237,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.110237,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111683,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111686,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111779,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111779,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111779,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111779,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111779,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.11178,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111855,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111856,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111856,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.111856,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.11291,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112913,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112997,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112997,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112998,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112998,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112998,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.112998,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.11469,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114745,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114745,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114745,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114792,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114792,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114792,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114792,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114792,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114829,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114829,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.11483,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114861,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114861,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114861,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.114883,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117715,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117947,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117947,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117947,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117948,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117948,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117948,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117948,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.117948,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118076,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118076,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118076,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118076,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118076,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118076,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118077,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118077,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118139,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118139,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.118139,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.119944,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.119947,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.119947,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120081,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120083,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120143,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120143,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120143,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120196,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.120196,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122002,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122004,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122147,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122148,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122148,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122148,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122148,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122148,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122148,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122149,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122179,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.12223,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122231,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122231,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122231,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.122231,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124828,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.12483,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.124922,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125043,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125044,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125044,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125044,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125044,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125044,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125044,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125045,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125091,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125091,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.125091,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.126985,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.126987,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127084,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127084,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127084,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127085,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127085,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127085,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127085,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127145,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127145,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127145,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127145,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127145,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127175,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.127175,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128788,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128791,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128882,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128882,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128882,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128882,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128882,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128883,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128883,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128933,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128933,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.128933,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130236,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130239,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130328,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130329,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130329,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130329,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130329,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130329,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130371,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130371,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130372,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.130372,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133242,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133249,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133249,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133249,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133429,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.13343,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133538,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.133539,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135384,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135387,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135472,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135527,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135527,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135528,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135528,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135528,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135566,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.135566,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137396,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137464,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137465,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137465,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137465,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137465,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137509,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137509,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137509,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137509,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137535,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.137536,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139693,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139698,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139698,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139926,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.139927,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.140011,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.140011,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.140011,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.140011,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.140012,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141832,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141837,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141974,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141974,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141974,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141975,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141975,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141975,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141975,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.141975,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142024,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142024,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.14213,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142131,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142131,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142131,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142949,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.142955,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.143105,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.143105,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.143105,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.143105,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.143105,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.143106,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.1448,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144804,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144978,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144978,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144978,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144979,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144979,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144979,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144979,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.144979,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.145031,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.145119,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.14512,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.14512,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.14512,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.145121,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.14721,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147213,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147315,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147315,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147315,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147315,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147316,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147316,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147316,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
1651792577.147398,198.189.66.16,192.168.1.138,443.0,50222.0,17.0,1385.0,6
